""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000255462"	1.79337893125546	-3.34343301627634	2.60085424567074	-1.28551341231123	0.198612932900639	0.376152875573094
"ENSG00000255523"	0.589003117158307	2.75227230152222	3.02952948834915	0.908481766593395	0.3636237428261	0.560750221118435
"ENSG00000255882"	0.183389156659541	1.22985340327749	3.07988333062692	0.399318179051654	0.689658773819819	NA
"ENSG00000256056"	10.9861794515916	0.00132433251341166	1.16213217203386	0.00113957133730661	0.999090753820824	0.999090753820824
"ENSG00000256124"	75.0308022566787	6.75514332352643	1.48750130410433	4.54126884116845	5.59166729976163e-06	0.000124764076625931
"ENSG00000256262"	11.2738837082206	-2.47413786925457	0.584953759092902	-4.22962983106777	2.34076157211703e-05	0.000321404569709916
"ENSG00000256576"	8.28910899506074	-1.28395581474218	1.51195769854581	-0.849200884374661	0.395769521254092	0.596159152268823
"ENSG00000256731"	0.0511534392665278	0.448246162203006	3.08457506014951	0.145318610655329	0.884459321514591	NA
"ENSG00000257096"	84.6243476463872	-1.35513114998337	0.695415601208098	-1.94866371653036	0.0513355975275544	0.152723402644474
"ENSG00000257184"	4.27737811927796	5.54791256298918	2.99342018528411	1.85336912948712	0.0638294689001398	0.175051030294621
"ENSG00000257378"	1.01792592003276	3.51896306718315	1.84923165096563	1.90293253165206	0.0570493494156573	0.163587291095499
"ENSG00000257464"	6.81319697844545	-0.435365609255186	1.26613347958471	-0.343854432629002	0.730955762020011	0.839027518615947
"ENSG00000257500"	57.15008881322	5.48394608691946	2.52422764047824	2.17252437893457	0.0298161328424469	0.0972087618698952
"ENSG00000257588"	31.2843270107205	5.91319397050508	1.54516456705436	3.82690238734749	0.000129765943382689	0.00143478693994339
"ENSG00000257718"	4.78623139138829	5.67740448607624	2.16355948448713	2.6241037174081	0.00868773250069932	0.0364446125403547
"ENSG00000257851"	5.94712951004374	1.98975644986977	1.19713610962033	1.66209709479134	0.0964933080084779	0.230618384289702
"ENSG00000257869"	12.4554956233934	-1.31744749506173	2.16305158278525	-0.609068921678381	0.542478756277765	0.715951630281561
"ENSG00000258017"	743.022173831002	-0.918974742714155	0.57347263510244	-1.60247357321592	0.109050926796462	0.252282373536402
"ENSG00000258232"	2833.34721203951	-0.179909066553735	0.399172163002519	-0.450705442986011	0.652201858912881	0.781329072590264
"ENSG00000258604"	4.70260213879786	5.2587686665304	1.62630392007643	3.23357067618903	0.00122253082605113	0.00772466380354431
"ENSG00000258634"	368.732445543069	0.791253354327983	0.525452175671727	1.50585227535972	0.13210510023625	0.284963871808709
"ENSG00000258732"	12.9579580283072	4.78036206349053	2.1569225312054	2.21628825065823	0.0266717671828376	0.0885750779932373
"ENSG00000258737"	0.744482113990421	1.92756319228644	1.84286459989291	1.04596029051644	0.295579366467046	0.486069812803123
"ENSG00000259144"	4.30902373121576	2.65144441039035	1.09742680492686	2.41605581209316	0.0156896562172875	0.0577444048409449
"ENSG00000259175"	1.78501093263806	-1.58553892331418	1.34796989786328	-1.17624208509958	0.23949815147282	0.42371760275277
"ENSG00000259475"	35.4795609615624	-0.0728675022657541	1.05695200057708	-0.0689411649970569	0.945036451520218	0.968956597310847
"ENSG00000259610"	8.03901539675737	-1.51642157118256	2.15749960150591	-0.702860649487081	0.482142596267805	0.658478636246597
"ENSG00000259856"	23.3839040212497	0.695915525683813	0.660313741872686	1.05391646660292	0.291921163218212	0.481366537038806
"ENSG00000260025"	32.8889303417077	2.70640769168743	0.853219608010151	3.17199425127984	0.0015139600388979	0.0089270476346374
"ENSG00000260246"	2.12034838254709	3.48226794476271	1.81821078801372	1.91521685368882	0.055464854007048	0.160983356752164
"ENSG00000260266"	2.33815016070833	4.19496598108588	1.91277852187456	2.19312687439356	0.0282982392539816	0.0935414019784391
"ENSG00000260306"	4.56786573683364	5.64511701704178	1.75027129395716	3.22528115300277	0.00125849011749293	0.00788212231482412
"ENSG00000260465"	973.71325153877	-0.124043496822442	0.279438375511215	-0.443902869802732	0.657112809624862	0.783269692941822
"ENSG00000260581"	3.00796725107432	4.59838611083508	1.5379570851487	2.98993135454783	0.00279040148659385	0.0143334292189066
"ENSG00000260853"	133.990839917324	0.352707963351691	0.466995419092999	0.755270713440235	0.450086567219874	0.635102389318161
"ENSG00000260927"	13.9438499223779	2.41232387564859	0.651108999434036	3.70494629585132	0.000211435525214785	0.00204006709463995
"ENSG00000261026"	1.87458134525706	0.95769701032581	1.19833524970591	0.799189551138415	0.424180509748431	0.619355590921021
"ENSG00000261175"	42.1418942464569	8.84721353098024	1.44606980936585	6.11810956406043	9.46919554844279e-10	1.12683427026469e-07
"ENSG00000261655"	5.22763046500871	3.91924085482729	1.33129558092301	2.94392989129433	0.00324073402285222	0.016294958396595
"ENSG00000261821"	7.20475015912824	6.30062787934823	1.98512032731921	3.17392744038688	0.00150391281768511	0.0089270476346374
